type,full,abbr,wrong_vis,regex_vis
s_sp,Week59,WK59,w 59,w\s59(?![:digit:])
s_us,Week59,WK59,w_59,w\_59(?![:digit:])
f_nosp,Week59,WK59,week59,week59(?![:digit:])
f_sp,Week59,WK59,week 59,week\s59(?![:digit:])
f_us,Week59,WK59,week_59,week\_59(?![:digit:])
abb_nosp,Week59,WK59,wk59,wk59(?![:digit:])
abb_sp,Week59,WK59,wk 59,wk\s59(?![:digit:])
abb_us,Week59,WK59,wk_59,wk\_59(?![:digit:])
s_nosp,Week60,WK60,w60,w60(?![:digit:])
s_sp,Week60,WK60,w 60,w\s60(?![:digit:])
s_us,Week60,WK60,w_60,w\_60(?![:digit:])
f_nosp,Week60,WK60,week60,week60(?![:digit:])
f_sp,Week60,WK60,week 60,week\s60(?![:digit:])
f_us,Week60,WK60,week_60,week\_60(?![:digit:])
abb_nosp,Week60,WK60,wk60,wk60(?![:digit:])
abb_sp,Week60,WK60,wk 60,wk\s60(?![:digit:])
abb_us,Week60,WK60,wk_60,wk\_60(?![:digit:])
s_nosp,Week61,WK61,w61,w61(?![:digit:])
s_sp,Week61,WK61,w 61,w\s61(?![:digit:])
s_us,Week61,WK61,w_61,w\_61(?![:digit:])
f_nosp,Week61,WK61,week61,week61(?![:digit:])
f_sp,Week61,WK61,week 61,week\s61(?![:digit:])
f_us,Week61,WK61,week_61,week\_61(?![:digit:])
abb_nosp,Week61,WK61,wk61,wk61(?![:digit:])
abb_sp,Week61,WK61,wk 61,wk\s61(?![:digit:])
abb_us,Week61,WK61,wk_61,wk\_61(?![:digit:])
s_nosp,Week62,WK62,w62,w62(?![:digit:])
s_sp,Week62,WK62,w 62,w\s62(?![:digit:])
s_us,Week62,WK62,w_62,w\_62(?![:digit:])
f_nosp,Week62,WK62,week62,week62(?![:digit:])
f_sp,Week62,WK62,week 62,week\s62(?![:digit:])
f_us,Week62,WK62,week_62,week\_62(?![:digit:])
abb_nosp,Week62,WK62,wk62,wk62(?![:digit:])
abb_sp,Week62,WK62,wk 62,wk\s62(?![:digit:])
abb_us,Week62,WK62,wk_62,wk\_62(?![:digit:])
s_nosp,Week63,WK63,w63,w63(?![:digit:])
s_sp,Week63,WK63,w 63,w\s63(?![:digit:])
s_us,Week63,WK63,w_63,w\_63(?![:digit:])
f_nosp,Week63,WK63,week63,week63(?![:digit:])
f_sp,Week63,WK63,week 63,week\s63(?![:digit:])
f_us,Week63,WK63,week_63,week\_63(?![:digit:])
abb_nosp,Week63,WK63,wk63,wk63(?![:digit:])
abb_sp,Week63,WK63,wk 63,wk\s63(?![:digit:])
abb_us,Week63,WK63,wk_63,wk\_63(?![:digit:])
s_nosp,Week64,WK64,w64,w64(?![:digit:])
s_sp,Week64,WK64,w 64,w\s64(?![:digit:])
s_us,Week64,WK64,w_64,w\_64(?![:digit:])
f_nosp,Week64,WK64,week64,week64(?![:digit:])
f_sp,Week64,WK64,week 64,week\s64(?![:digit:])
f_us,Week64,WK64,week_64,week\_64(?![:digit:])
abb_nosp,Week64,WK64,wk64,wk64(?![:digit:])
abb_sp,Week64,WK64,wk 64,wk\s64(?![:digit:])
abb_us,Week64,WK64,wk_64,wk\_64(?![:digit:])
s_nosp,Week65,WK65,w65,w65(?![:digit:])
s_sp,Week65,WK65,w 65,w\s65(?![:digit:])
s_us,Week65,WK65,w_65,w\_65(?![:digit:])
f_nosp,Week65,WK65,week65,week65(?![:digit:])
f_sp,Week65,WK65,week 65,week\s65(?![:digit:])
f_us,Week65,WK65,week_65,week\_65(?![:digit:])
abb_nosp,Week65,WK65,wk65,wk65(?![:digit:])
abb_sp,Week65,WK65,wk 65,wk\s65(?![:digit:])
abb_us,Week65,WK65,wk_65,wk\_65(?![:digit:])
s_nosp,Week66,WK66,w66,w66(?![:digit:])
s_sp,Week66,WK66,w 66,w\s66(?![:digit:])
s_us,Week66,WK66,w_66,w\_66(?![:digit:])
f_nosp,Week66,WK66,week66,week66(?![:digit:])
f_sp,Week66,WK66,week 66,week\s66(?![:digit:])
f_us,Week66,WK66,week_66,week\_66(?![:digit:])
abb_nosp,Week66,WK66,wk66,wk66(?![:digit:])
abb_sp,Week66,WK66,wk 66,wk\s66(?![:digit:])
abb_us,Week66,WK66,wk_66,wk\_66(?![:digit:])
s_nosp,Week67,WK67,w67,w67(?![:digit:])
s_sp,Week67,WK67,w 67,w\s67(?![:digit:])
s_us,Week67,WK67,w_67,w\_67(?![:digit:])
f_nosp,Week67,WK67,week67,week67(?![:digit:])
f_sp,Week67,WK67,week 67,week\s67(?![:digit:])
f_us,Week67,WK67,week_67,week\_67(?![:digit:])
abb_nosp,Week67,WK67,wk67,wk67(?![:digit:])
abb_sp,Week67,WK67,wk 67,wk\s67(?![:digit:])
abb_us,Week67,WK67,wk_67,wk\_67(?![:digit:])
s_nosp,Week68,WK68,w68,w68(?![:digit:])
s_sp,Week68,WK68,w 68,w\s68(?![:digit:])
s_us,Week68,WK68,w_68,w\_68(?![:digit:])
f_nosp,Week68,WK68,week68,week68(?![:digit:])
f_sp,Week68,WK68,week 68,week\s68(?![:digit:])
f_us,Week68,WK68,week_68,week\_68(?![:digit:])
abb_nosp,Week68,WK68,wk68,wk68(?![:digit:])
abb_sp,Week68,WK68,wk 68,wk\s68(?![:digit:])
abb_us,Week68,WK68,wk_68,wk\_68(?![:digit:])
s_nosp,Week69,WK69,w69,w69(?![:digit:])
s_sp,Week69,WK69,w 69,w\s69(?![:digit:])
s_us,Week69,WK69,w_69,w\_69(?![:digit:])
f_nosp,Week69,WK69,week69,week69(?![:digit:])
f_sp,Week69,WK69,week 69,week\s69(?![:digit:])
f_us,Week69,WK69,week_69,week\_69(?![:digit:])
abb_nosp,Week69,WK69,wk69,wk69(?![:digit:])
abb_sp,Week69,WK69,wk 69,wk\s69(?![:digit:])
abb_us,Week69,WK69,wk_69,wk\_69(?![:digit:])
s_nosp,Week70,WK70,w70,w70(?![:digit:])
s_sp,Week70,WK70,w 70,w\s70(?![:digit:])
s_us,Week70,WK70,w_70,w\_70(?![:digit:])
f_nosp,Week70,WK70,week70,week70(?![:digit:])
f_sp,Week70,WK70,week 70,week\s70(?![:digit:])
f_us,Week70,WK70,week_70,week\_70(?![:digit:])
abb_nosp,Week70,WK70,wk70,wk70(?![:digit:])
abb_sp,Week70,WK70,wk 70,wk\s70(?![:digit:])
abb_us,Week70,WK70,wk_70,wk\_70(?![:digit:])
s_nosp,Week71,WK71,w71,w71(?![:digit:])
s_sp,Week71,WK71,w 71,w\s71(?![:digit:])
s_us,Week71,WK71,w_71,w\_71(?![:digit:])
f_nosp,Week71,WK71,week71,week71(?![:digit:])
f_sp,Week71,WK71,week 71,week\s71(?![:digit:])
f_us,Week71,WK71,week_71,week\_71(?![:digit:])
abb_nosp,Week71,WK71,wk71,wk71(?![:digit:])
abb_sp,Week71,WK71,wk 71,wk\s71(?![:digit:])
abb_us,Week71,WK71,wk_71,wk\_71(?![:digit:])
s_nosp,Week72,WK72,w72,w72(?![:digit:])
s_sp,Week72,WK72,w 72,w\s72(?![:digit:])
s_us,Week72,WK72,w_72,w\_72(?![:digit:])
f_nosp,Week72,WK72,week72,week72(?![:digit:])
f_sp,Week72,WK72,week 72,week\s72(?![:digit:])
f_us,Week72,WK72,week_72,week\_72(?![:digit:])
abb_nosp,Week72,WK72,wk72,wk72(?![:digit:])
abb_sp,Week72,WK72,wk 72,wk\s72(?![:digit:])
abb_us,Week72,WK72,wk_72,wk\_72(?![:digit:])
s_nosp,Week73,WK73,w73,w73(?![:digit:])
s_sp,Week73,WK73,w 73,w\s73(?![:digit:])
s_us,Week73,WK73,w_73,w\_73(?![:digit:])
f_nosp,Week73,WK73,week73,week73(?![:digit:])
f_sp,Week73,WK73,week 73,week\s73(?![:digit:])
f_us,Week73,WK73,week_73,week\_73(?![:digit:])
abb_nosp,Week73,WK73,wk73,wk73(?![:digit:])
abb_sp,Week73,WK73,wk 73,wk\s73(?![:digit:])
abb_us,Week73,WK73,wk_73,wk\_73(?![:digit:])
s_nosp,Week74,WK74,w74,w74(?![:digit:])
s_sp,Week74,WK74,w 74,w\s74(?![:digit:])
s_us,Week74,WK74,w_74,w\_74(?![:digit:])
f_nosp,Week74,WK74,week74,week74(?![:digit:])
f_sp,Week74,WK74,week 74,week\s74(?![:digit:])
f_us,Week74,WK74,week_74,week\_74(?![:digit:])
abb_nosp,Week74,WK74,wk74,wk74(?![:digit:])
abb_sp,Week74,WK74,wk 74,wk\s74(?![:digit:])
abb_us,Week74,WK74,wk_74,wk\_74(?![:digit:])
s_nosp,Week75,WK75,w75,w75(?![:digit:])
s_sp,Week75,WK75,w 75,w\s75(?![:digit:])
s_us,Week75,WK75,w_75,w\_75(?![:digit:])
f_nosp,Week75,WK75,week75,week75(?![:digit:])
f_sp,Week75,WK75,week 75,week\s75(?![:digit:])
f_us,Week75,WK75,week_75,week\_75(?![:digit:])
abb_nosp,Week75,WK75,wk75,wk75(?![:digit:])
abb_sp,Week75,WK75,wk 75,wk\s75(?![:digit:])
abb_us,Week75,WK75,wk_75,wk\_75(?![:digit:])
s_nosp,Week76,WK76,w76,w76(?![:digit:])
s_sp,Week76,WK76,w 76,w\s76(?![:digit:])
s_us,Week76,WK76,w_76,w\_76(?![:digit:])
f_nosp,Week76,WK76,week76,week76(?![:digit:])
f_sp,Week76,WK76,week 76,week\s76(?![:digit:])
f_us,Week76,WK76,week_76,week\_76(?![:digit:])
abb_nosp,Week76,WK76,wk76,wk76(?![:digit:])
abb_sp,Week76,WK76,wk 76,wk\s76(?![:digit:])
abb_us,Week76,WK76,wk_76,wk\_76(?![:digit:])
s_nosp,Week77,WK77,w77,w77(?![:digit:])
s_sp,Week77,WK77,w 77,w\s77(?![:digit:])
s_us,Week77,WK77,w_77,w\_77(?![:digit:])
f_nosp,Week77,WK77,week77,week77(?![:digit:])
f_sp,Week77,WK77,week 77,week\s77(?![:digit:])
f_us,Week77,WK77,week_77,week\_77(?![:digit:])
abb_nosp,Week77,WK77,wk77,wk77(?![:digit:])
abb_sp,Week77,WK77,wk 77,wk\s77(?![:digit:])
abb_us,Week77,WK77,wk_77,wk\_77(?![:digit:])
s_nosp,Week78,WK78,w78,w78(?![:digit:])
s_sp,Week78,WK78,w 78,w\s78(?![:digit:])
s_us,Week78,WK78,w_78,w\_78(?![:digit:])
f_nosp,Week78,WK78,week78,week78(?![:digit:])
f_sp,Week78,WK78,week 78,week\s78(?![:digit:])
f_us,Week78,WK78,week_78,week\_78(?![:digit:])
abb_nosp,Week78,WK78,wk78,wk78(?![:digit:])
abb_sp,Week78,WK78,wk 78,wk\s78(?![:digit:])
abb_us,Week78,WK78,wk_78,wk\_78(?![:digit:])
s_nosp,Week79,WK79,w79,w79(?![:digit:])
s_sp,Week79,WK79,w 79,w\s79(?![:digit:])
s_us,Week79,WK79,w_79,w\_79(?![:digit:])
f_nosp,Week79,WK79,week79,week79(?![:digit:])
f_sp,Week79,WK79,week 79,week\s79(?![:digit:])
f_us,Week79,WK79,week_79,week\_79(?![:digit:])
abb_nosp,Week79,WK79,wk79,wk79(?![:digit:])
abb_sp,Week79,WK79,wk 79,wk\s79(?![:digit:])
abb_us,Week79,WK79,wk_79,wk\_79(?![:digit:])
s_nosp,Week80,WK80,w80,w80(?![:digit:])
s_sp,Week80,WK80,w 80,w\s80(?![:digit:])
s_us,Week80,WK80,w_80,w\_80(?![:digit:])
f_nosp,Week80,WK80,week80,week80(?![:digit:])
f_sp,Week80,WK80,week 80,week\s80(?![:digit:])
f_us,Week80,WK80,week_80,week\_80(?![:digit:])
abb_nosp,Week80,WK80,wk80,wk80(?![:digit:])
abb_sp,Week80,WK80,wk 80,wk\s80(?![:digit:])
abb_us,Week80,WK80,wk_80,wk\_80(?![:digit:])
s_nosp,Week81,WK81,w81,w81(?![:digit:])
s_sp,Week81,WK81,w 81,w\s81(?![:digit:])
s_us,Week81,WK81,w_81,w\_81(?![:digit:])
f_nosp,Week81,WK81,week81,week81(?![:digit:])
f_sp,Week81,WK81,week 81,week\s81(?![:digit:])
f_us,Week81,WK81,week_81,week\_81(?![:digit:])
abb_nosp,Week81,WK81,wk81,wk81(?![:digit:])
abb_sp,Week81,WK81,wk 81,wk\s81(?![:digit:])
abb_us,Week81,WK81,wk_81,wk\_81(?![:digit:])
s_nosp,Week82,WK82,w82,w82(?![:digit:])
s_sp,Week82,WK82,w 82,w\s82(?![:digit:])
s_us,Week82,WK82,w_82,w\_82(?![:digit:])
f_nosp,Week82,WK82,week82,week82(?![:digit:])
f_sp,Week82,WK82,week 82,week\s82(?![:digit:])
f_us,Week82,WK82,week_82,week\_82(?![:digit:])
abb_nosp,Week82,WK82,wk82,wk82(?![:digit:])
abb_sp,Week82,WK82,wk 82,wk\s82(?![:digit:])
abb_us,Week82,WK82,wk_82,wk\_82(?![:digit:])
s_nosp,Week83,WK83,w83,w83(?![:digit:])
s_sp,Week83,WK83,w 83,w\s83(?![:digit:])
s_us,Week83,WK83,w_83,w\_83(?![:digit:])
f_nosp,Week83,WK83,week83,week83(?![:digit:])
f_sp,Week83,WK83,week 83,week\s83(?![:digit:])
f_us,Week83,WK83,week_83,week\_83(?![:digit:])
abb_nosp,Week83,WK83,wk83,wk83(?![:digit:])
abb_sp,Week83,WK83,wk 83,wk\s83(?![:digit:])
abb_us,Week83,WK83,wk_83,wk\_83(?![:digit:])
s_nosp,Week84,WK84,w84,w84(?![:digit:])
s_sp,Week84,WK84,w 84,w\s84(?![:digit:])
s_us,Week84,WK84,w_84,w\_84(?![:digit:])
f_nosp,Week84,WK84,week84,week84(?![:digit:])
f_sp,Week84,WK84,week 84,week\s84(?![:digit:])
f_us,Week84,WK84,week_84,week\_84(?![:digit:])
abb_nosp,Week84,WK84,wk84,wk84(?![:digit:])
abb_sp,Week84,WK84,wk 84,wk\s84(?![:digit:])
abb_us,Week84,WK84,wk_84,wk\_84(?![:digit:])
s_nosp,Week85,WK85,w85,w85(?![:digit:])
s_sp,Week85,WK85,w 85,w\s85(?![:digit:])
s_us,Week85,WK85,w_85,w\_85(?![:digit:])
f_nosp,Week85,WK85,week85,week85(?![:digit:])
f_sp,Week85,WK85,week 85,week\s85(?![:digit:])
f_us,Week85,WK85,week_85,week\_85(?![:digit:])
abb_nosp,Week85,WK85,wk85,wk85(?![:digit:])
abb_sp,Week85,WK85,wk 85,wk\s85(?![:digit:])
abb_us,Week85,WK85,wk_85,wk\_85(?![:digit:])
s_nosp,Week86,WK86,w86,w86(?![:digit:])
s_sp,Week86,WK86,w 86,w\s86(?![:digit:])
s_us,Week86,WK86,w_86,w\_86(?![:digit:])
f_nosp,Week86,WK86,week86,week86(?![:digit:])
f_sp,Week86,WK86,week 86,week\s86(?![:digit:])
f_us,Week86,WK86,week_86,week\_86(?![:digit:])
abb_nosp,Week86,WK86,wk86,wk86(?![:digit:])
abb_sp,Week86,WK86,wk 86,wk\s86(?![:digit:])
abb_us,Week86,WK86,wk_86,wk\_86(?![:digit:])
s_nosp,Week87,WK87,w87,w87(?![:digit:])
s_sp,Week87,WK87,w 87,w\s87(?![:digit:])
s_us,Week87,WK87,w_87,w\_87(?![:digit:])
f_nosp,Week87,WK87,week87,week87(?![:digit:])
f_sp,Week87,WK87,week 87,week\s87(?![:digit:])
f_us,Week87,WK87,week_87,week\_87(?![:digit:])
abb_nosp,Week87,WK87,wk87,wk87(?![:digit:])
abb_sp,Week87,WK87,wk 87,wk\s87(?![:digit:])
abb_us,Week87,WK87,wk_87,wk\_87(?![:digit:])
s_nosp,Week88,WK88,w88,w88(?![:digit:])
s_sp,Week88,WK88,w 88,w\s88(?![:digit:])
s_us,Week88,WK88,w_88,w\_88(?![:digit:])
f_nosp,Week88,WK88,week88,week88(?![:digit:])
f_sp,Week88,WK88,week 88,week\s88(?![:digit:])
f_us,Week88,WK88,week_88,week\_88(?![:digit:])
abb_nosp,Week88,WK88,wk88,wk88(?![:digit:])
abb_sp,Week88,WK88,wk 88,wk\s88(?![:digit:])
abb_us,Week88,WK88,wk_88,wk\_88(?![:digit:])
s_nosp,Week89,WK89,w89,w89(?![:digit:])
s_sp,Week89,WK89,w 89,w\s89(?![:digit:])
s_us,Week89,WK89,w_89,w\_89(?![:digit:])
f_nosp,Week89,WK89,week89,week89(?![:digit:])
f_sp,Week89,WK89,week 89,week\s89(?![:digit:])
f_us,Week89,WK89,week_89,week\_89(?![:digit:])
abb_nosp,Week89,WK89,wk89,wk89(?![:digit:])
abb_sp,Week89,WK89,wk 89,wk\s89(?![:digit:])
abb_us,Week89,WK89,wk_89,wk\_89(?![:digit:])
s_nosp,Week90,WK90,w90,w90(?![:digit:])
s_sp,Week90,WK90,w 90,w\s90(?![:digit:])
s_us,Week90,WK90,w_90,w\_90(?![:digit:])
f_nosp,Week90,WK90,week90,week90(?![:digit:])
f_sp,Week90,WK90,week 90,week\s90(?![:digit:])
f_us,Week90,WK90,week_90,week\_90(?![:digit:])
abb_nosp,Week90,WK90,wk90,wk90(?![:digit:])
abb_sp,Week90,WK90,wk 90,wk\s90(?![:digit:])
abb_us,Week90,WK90,wk_90,wk\_90(?![:digit:])
s_nosp,Week91,WK91,w91,w91(?![:digit:])
s_sp,Week91,WK91,w 91,w\s91(?![:digit:])
s_us,Week91,WK91,w_91,w\_91(?![:digit:])
f_nosp,Week91,WK91,week91,week91(?![:digit:])
f_sp,Week91,WK91,week 91,week\s91(?![:digit:])
f_us,Week91,WK91,week_91,week\_91(?![:digit:])
abb_nosp,Week91,WK91,wk91,wk91(?![:digit:])
abb_sp,Week91,WK91,wk 91,wk\s91(?![:digit:])
abb_us,Week91,WK91,wk_91,wk\_91(?![:digit:])
s_nosp,Week92,WK92,w92,w92(?![:digit:])
s_sp,Week92,WK92,w 92,w\s92(?![:digit:])
s_us,Week92,WK92,w_92,w\_92(?![:digit:])
f_nosp,Week92,WK92,week92,week92(?![:digit:])
f_sp,Week92,WK92,week 92,week\s92(?![:digit:])
f_us,Week92,WK92,week_92,week\_92(?![:digit:])
abb_nosp,Week92,WK92,wk92,wk92(?![:digit:])
abb_sp,Week92,WK92,wk 92,wk\s92(?![:digit:])
abb_us,Week92,WK92,wk_92,wk\_92(?![:digit:])
s_nosp,Week93,WK93,w93,w93(?![:digit:])
s_sp,Week93,WK93,w 93,w\s93(?![:digit:])
s_us,Week93,WK93,w_93,w\_93(?![:digit:])
f_nosp,Week93,WK93,week93,week93(?![:digit:])
f_sp,Week93,WK93,week 93,week\s93(?![:digit:])
f_us,Week93,WK93,week_93,week\_93(?![:digit:])
abb_nosp,Week93,WK93,wk93,wk93(?![:digit:])
abb_sp,Week93,WK93,wk 93,wk\s93(?![:digit:])
abb_us,Week93,WK93,wk_93,wk\_93(?![:digit:])
s_nosp,Week94,WK94,w94,w94(?![:digit:])
s_sp,Week94,WK94,w 94,w\s94(?![:digit:])
s_us,Week94,WK94,w_94,w\_94(?![:digit:])
f_nosp,Week94,WK94,week94,week94(?![:digit:])
f_sp,Week94,WK94,week 94,week\s94(?![:digit:])
f_us,Week94,WK94,week_94,week\_94(?![:digit:])
abb_nosp,Week94,WK94,wk94,wk94(?![:digit:])
abb_sp,Week94,WK94,wk 94,wk\s94(?![:digit:])
abb_us,Week94,WK94,wk_94,wk\_94(?![:digit:])
s_nosp,Week95,WK95,w95,w95(?![:digit:])
s_sp,Week95,WK95,w 95,w\s95(?![:digit:])
s_us,Week95,WK95,w_95,w\_95(?![:digit:])
f_nosp,Week95,WK95,week95,week95(?![:digit:])
f_sp,Week95,WK95,week 95,week\s95(?![:digit:])
f_us,Week95,WK95,week_95,week\_95(?![:digit:])
abb_nosp,Week95,WK95,wk95,wk95(?![:digit:])
abb_sp,Week95,WK95,wk 95,wk\s95(?![:digit:])
abb_us,Week95,WK95,wk_95,wk\_95(?![:digit:])
s_nosp,Week96,WK96,w96,w96(?![:digit:])
s_sp,Week96,WK96,w 96,w\s96(?![:digit:])
s_us,Week96,WK96,w_96,w\_96(?![:digit:])
f_nosp,Week96,WK96,week96,week96(?![:digit:])
f_sp,Week96,WK96,week 96,week\s96(?![:digit:])
f_us,Week96,WK96,week_96,week\_96(?![:digit:])
abb_nosp,Week96,WK96,wk96,wk96(?![:digit:])
abb_sp,Week96,WK96,wk 96,wk\s96(?![:digit:])
abb_us,Week96,WK96,wk_96,wk\_96(?![:digit:])
s_nosp,Week97,WK97,w97,w97(?![:digit:])
s_sp,Week97,WK97,w 97,w\s97(?![:digit:])
s_us,Week97,WK97,w_97,w\_97(?![:digit:])
f_nosp,Week97,WK97,week97,week97(?![:digit:])
f_sp,Week97,WK97,week 97,week\s97(?![:digit:])
f_us,Week97,WK97,week_97,week\_97(?![:digit:])
abb_nosp,Week97,WK97,wk97,wk97(?![:digit:])
abb_sp,Week97,WK97,wk 97,wk\s97(?![:digit:])
abb_us,Week97,WK97,wk_97,wk\_97(?![:digit:])
s_nosp,Week98,WK98,w98,w98(?![:digit:])
s_sp,Week98,WK98,w 98,w\s98(?![:digit:])
s_us,Week98,WK98,w_98,w\_98(?![:digit:])
f_nosp,Week98,WK98,week98,week98(?![:digit:])
f_sp,Week98,WK98,week 98,week\s98(?![:digit:])
f_us,Week98,WK98,week_98,week\_98(?![:digit:])
abb_nosp,Week98,WK98,wk98,wk98(?![:digit:])
abb_sp,Week98,WK98,wk 98,wk\s98(?![:digit:])
abb_us,Week98,WK98,wk_98,wk\_98(?![:digit:])
s_nosp,Week99,WK99,w99,w99(?![:digit:])
s_sp,Week99,WK99,w 99,w\s99(?![:digit:])
s_us,Week99,WK99,w_99,w\_99(?![:digit:])
f_nosp,Week99,WK99,week99,week99(?![:digit:])
f_sp,Week99,WK99,week 99,week\s99(?![:digit:])
f_us,Week99,WK99,week_99,week\_99(?![:digit:])
abb_nosp,Week99,WK99,wk99,wk99(?![:digit:])
abb_sp,Week99,WK99,wk 99,wk\s99(?![:digit:])
abb_us,Week99,WK99,wk_99,wk\_99(?![:digit:])
s_nosp,Week100,WK100,w100,w100(?![:digit:])
s_sp,Week100,WK100,w 100,w\s100(?![:digit:])
s_us,Week100,WK100,w_100,w\_100(?![:digit:])
f_nosp,Week100,WK100,week100,week100(?![:digit:])
f_sp,Week100,WK100,week 100,week\s100(?![:digit:])
f_us,Week100,WK100,week_100,week\_100(?![:digit:])
abb_nosp,Week100,WK100,wk100,wk100(?![:digit:])
abb_sp,Week100,WK100,wk 100,wk\s100(?![:digit:])
abb_us,Week100,WK100,wk_100,wk\_100(?![:digit:])
